yr,sex,FirstForename,number,rank,position
1975,G,Lee,130,65,65
1975,G,Kelly,121,66,66
1975,G,Gayle,118,67,67
1975,G,Debbie,116,68,68
1975,G,Jill,112,69,69
1975,G,Kathleen,108,70,70
1975,G,Patricia,106,71,71
1975,G,Joanna,103,72,72
1975,G,Catriona,101,73,   73=
1975,G,Shirley,101,73,   73=
1975,G,Ruth,98,75,   75=
1975,G,Zoe,98,75,   75=
1975,G,Leigh,97,77,   77=
1975,G,Rachel,97,77,   77=
1975,G,Melanie,93,79,79
1975,G,Kirsteen,88,80,80
1975,G,Aileen,87,81,81
1975,G,Christina,83,82,   82=
1975,G,Janet,83,82,   82=
1975,G,Katrina,83,82,   82=
1975,G,Stephanie,82,85,85
1975,G,Audrey,81,86,   86=
1975,G,Kirsten,81,86,   86=
1975,G,Arlene,79,88,   88=
1975,G,Maureen,79,88,   88=
1975,G,Morag,79,88,   88=
1975,G,Marion,76,91,   91=
1975,G,Mhairi,76,91,   91=
1975,G,Allison,73,93,93
1975,G,Cheryl,72,94,   94=
1975,G,Maria,72,94,   94=
1975,G,Kim,70,96,96
1975,G,Anna,69,97,   97=
1975,G,Lindsay,69,97,   97=
1975,G,Rebecca,69,97,   97=
1975,G,Katherine,68,100,  100=
1975,G,Mandy,68,100,  100=
1975,G,Ashley,67,102,102
1975,G,Frances,64,103,103
1975,G,Barbara,63,104,104
1975,G,Jillian,62,105,105
1975,G,Lynda,61,106,106
1975,G,Janice,60,107,  107=
1975,G,Lucy,60,107,  107=
1975,G,Michele,60,107,  107=
1975,G,Natalie,60,107,  107=
1975,G,Sara,60,107,  107=
1975,G,Judith,57,112,112
1975,G,Kathryn,56,113,113
1975,G,Eleanor,54,114,114
1975,G,Carolyn,53,115,  115=
1975,G,Mairi,53,115,  115=
1975,G,Carole,50,117,  117=
1975,G,Valerie,50,117,  117=
1975,G,Leanne,49,119,119
1975,G,Irene,48,120,  120=
1975,G,Jean,48,120,  120=
1975,G,Sally,48,120,  120=
1975,G,Vicki,48,120,  120=
1975,G,Lindsey,47,124,124
1975,G,Eileen,44,125,  125=
1975,G,June,44,125,  125=
1975,G,Lyn,44,125,  125=
1975,G,Kay,43,128,128
1975,G,Alexandra,42,129,  129=
1975,G,Rhona,42,129,  129=
1975,G,Vicky,42,129,  129=
1975,G,Emily,40,132,  132=
1975,G,Geraldine,40,132,  132=
1975,G,Adele,39,134,  134=
1975,G,Jayne,39,134,  134=
1975,G,Julia,39,134,  134=
1975,G,Nichola,39,134,  134=
1975,G,Brenda,38,138,  138=
1975,G,Charlotte,38,138,  138=
1975,G,Colette,38,138,  138=
1975,G,Lyndsey,38,138,  138=
1975,G,Beverley,37,142,  142=
1975,G,Nicole,37,142,  142=
1975,G,Teresa,37,142,  142=
1975,G,Joan,36,145,  145=
1975,G,Melissa,36,145,  145=
1975,G,Morven,36,145,  145=
1975,G,Rosemary,36,145,  145=
1975,G,Theresa,36,145,  145=
1975,G,Annette,35,150,  150=
1975,G,Dianne,35,150,  150=
1975,G,Moira,35,150,  150=
1975,G,Evelyn,34,153,  153=
1975,G,Kirstin,34,153,  153=
1975,G,Sheila,34,153,  153=
1975,G,Vivienne,34,153,  153=
1975,G,Agnes,33,157,  157=
1975,G,Natasha,33,157,  157=
1975,G,Ailsa,32,159,  159=
1975,G,Susanne,32,159,  159=
1975,G,Clair,30,161,  161=
1975,G,Gaynor,30,161,  161=
1975,G,Georgina,30,161,  161=
1975,G,Kirstie,30,161,  161=
1975,G,Sonia,30,161,  161=
1975,G,Hilary,29,166,  166=
1975,G,Tanya,29,166,  166=
1975,G,Debra,28,168,  168=
1975,G,Eilidh,28,168,  168=
1975,G,Shelley,28,168,  168=
1975,G,Bernadette,27,171,  171=
1975,G,Carla,27,171,  171=
1975,G,Josephine,27,171,  171=
1975,G,Dorothy,26,174,  174=
1975,G,Marianne,26,174,  174=
1975,G,Siobhan,26,174,  174=
1975,G,Carrie,25,177,  177=
1975,G,Maxine,25,177,  177=
1975,G,Sylvia,25,177,  177=
1975,G,Alice,24,180,  180=
1975,G,Avril,24,180,  180=
1975,G,Esther,24,180,  180=
1975,G,Hayley,24,180,  180=
1975,G,Jan,24,180,  180=
1975,G,Janine,24,180,  180=
1975,G,Monica,24,180,  180=
1975,G,Sheena,24,180,  180=
1975,G,Cara,23,188,  188=
1975,G,Leona,23,188,  188=
1975,G,Rachael,23,188,  188=
1975,G,Veronica,23,188,  188=
1975,G,Gwen,22,192,  192=
1975,G,Tammy,22,192,  192=
1975,G,Grace,21,194,  194=
1975,G,Heidi,21,194,  194=
1975,G,Isla,21,194,  194=
1975,G,Johanna,21,194,  194=
1975,G,Linzi,21,194,  194=
1975,G,Louisa,21,194,  194=
1975,G,Kimberley,20,200,  200=
1975,G,Lauren,20,200,  200=
1975,G,Nina,20,200,  200=
1975,G,Vikki,20,200,  200=
1975,G,Evonne,19,204,  204=
1975,G,Katie,19,204,  204=
1975,G,Leah,19,204,  204=
1975,G,Rosalind,19,204,  204=
1975,G,Wilma,19,204,  204=
1975,G,Amy,18,209,  209=
1975,G,Ellen,18,209,  209=
1975,G,Faye,18,209,  209=
1975,G,Jenny,18,209,  209=
1975,G,Lara,18,209,  209=
1975,G,Lyndsay,18,209,  209=
1975,G,Stacey,18,209,  209=
1975,G,Ann-Marie,17,216,  216=
1975,G,Janette,17,216,  216=
1975,G,Joyce,17,216,  216=
1975,G,Justine,17,216,  216=
1975,G,Vanessa,17,216,  216=
1975,G,Alexis,16,221,  221=
1975,G,Hannah,16,221,  221=
1975,G,Isabella,16,221,  221=
1975,G,Sonya,16,221,  221=
1975,G,Anne-Marie,15,225,  225=
1975,G,Diana,15,225,  225=
1975,G,Isobel,15,225,  225=
1975,G,Jeanette,15,225,  225=
1975,G,Kellie,15,225,  225=
1975,G,Kerri,15,225,  225=
1975,G,Norma,15,225,  225=
1975,G,Tina,15,225,  225=
1975,G,Alyson,14,233,  233=
1975,G,Annmarie,14,233,  233=
1975,G,Joy,14,233,  233=
1975,G,Katharine,14,233,  233=
1975,G,Kirstine,14,233,  233=
1975,G,Lynsay,14,233,  233=
1975,G,Nadine,14,233,  233=
1975,G,Sheona,14,233,  233=
1975,G,Simone,14,233,  233=
1975,G,Tara,14,233,  233=
1975,G,April,13,243,  243=
1975,G,Carol-Ann,13,243,  243=
1975,G,Charlene,13,243,  243=
1975,G,Dionne,13,243,  243=
1975,G,Iona,13,243,  243=
1975,G,Isabel,13,243,  243=
1975,G,Kara,13,243,  243=
1975,G,Karyn,13,243,  243=
1975,G,Kate,13,243,  243=
1975,G,Kerrie,13,243,  243=
1975,G,Lee-Anne,13,243,  243=
1975,G,Nadia,13,243,  243=
1975,G,Roslyn,13,243,  243=
1975,G,Alana,12,256,  256=
1975,G,Anita,12,256,  256=
1975,G,Collette,12,256,  256=
1975,G,Corinne,12,256,  256=
1975,G,Doreen,12,256,  256=
1975,G,Elspeth,12,256,  256=
1975,G,Erica,12,256,  256=
1975,G,Flora,12,256,  256=
1975,G,Ingrid,12,256,  256=
1975,G,Karin,12,256,  256=
1975,G,Marilyn,12,256,  256=
1975,G,Morna,12,256,  256=
1975,G,Roberta,12,256,  256=
1975,G,Shonagh,12,256,  256=
1975,G,Susannah,12,256,  256=
1975,G,Abigail,11,271,  271=
1975,G,Andrena,11,271,  271=
1975,G,Angie,11,271,  271=
1975,G,Dana,11,271,  271=
1975,G,Deirdre,11,271,  271=
1975,G,Kaye,11,271,  271=
1975,G,Lana,11,271,  271=
1975,G,Laurie,11,271,  271=
1975,G,Linsey,11,271,  271=
1975,G,Lynette,11,271,  271=
1975,G,Naomi,11,271,  271=
1975,G,Rhonda,11,271,  271=
1975,G,Rose,11,271,  271=
1975,G,Sharron,11,271,  271=
1975,G,Vivien,11,271,  271=
1975,G,Colleen,10,286,  286=
1975,G,Lee-Ann,10,286,  286=
1975,G,Marian,10,286,  286=
1975,G,Marina,10,286,  286=
1975,G,Stella,10,286,  286=
1975,G,Annemarie,9,291,  291=
1975,G,Anthea,9,291,  291=
1975,G,Carolann,9,291,  291=
1975,G,Daniela,9,291,  291=
1975,G,Johan,9,291,  291=
1975,G,Loraine,9,291,  291=
1975,G,Margo,9,291,  291=
1975,G,Miranda,9,291,  291=
1975,G,Miriam,9,291,  291=
1975,G,Rona,9,291,  291=
1975,G,Roseann,9,291,  291=
1975,G,Virginia,9,291,  291=
1975,G,Alexandria,8,303,  303=
1975,G,Amber,8,303,  303=
1975,G,Angeline,8,303,  303=
1975,G,Belinda,8,303,  303=
1975,G,Bridget,8,303,  303=
1975,G,Candice,8,303,  303=
1975,G,Carmen,8,303,  303=
1975,G,Catrina,8,303,  303=
1975,G,Corrina,8,303,  303=
1975,G,Gemma,8,303,  303=
1975,G,Johanne,8,303,  303=
1975,G,Madeleine,8,303,  303=
1975,G,Myra,8,303,  303=
1975,G,Nancy,8,303,  303=
1975,G,Nyree,8,303,  303=
1975,G,Penny,8,303,  303=
1975,G,Sarah-Jane,8,303,  303=
1975,G,Trudi,8,303,  303=
1975,G,Vivian,8,303,  303=
1975,G,Danielle,7,322,  322=
1975,G,Dawna,7,322,  322=
1975,G,Faith,7,322,  322=
1975,G,Francesca,7,322,  322=
1975,G,Helena,7,322,  322=
1975,G,Janis,7,322,  322=
1975,G,Julie-Ann,7,322,  322=
1975,G,Karon,7,322,  322=
1975,G,Kimberly,7,322,  322=
1975,G,Leeann,7,322,  322=
1975,G,Lena,7,322,  322=
1975,G,Lois,7,322,  322=
1975,G,Luisa,7,322,  322=
1975,G,Lynnette,7,322,  322=
1975,G,Mari,7,322,  322=
1975,G,Penelope,7,322,  322=
1975,G,Seonaid,7,322,  322=
1975,G,Sharlene,7,322,  322=
1975,G,Sheryl,7,322,  322=
1975,G,Sonja,7,322,  322=
1975,G,Sophie,7,322,  322=
1975,G,Tania,7,322,  322=
1975,G,Allana,6,344,  344=
1975,G,Annabelle,6,344,  344=
1975,G,Antonia,6,344,  344=
1975,G,Carly,6,344,  344=
1975,G,Carol-Anne,6,344,  344=
1975,G,Carolanne,6,344,  344=
1975,G,Carron,6,344,  344=
1975,G,Charmaine,6,344,  344=
1975,G,Connie,6,344,  344=
1975,G,Donalda,6,344,  344=
1975,G,Emma-Jane,6,344,  344=
1975,G,Holly,6,344,  344=
1975,G,Jackie,6,344,  344=
1975,G,Joann,6,344,  344=
1975,G,Lea,6,344,  344=
1975,G,Lianne,6,344,  344=
1975,G,Lucinda,6,344,  344=
1975,G,Marjorie,6,344,  344=
1975,G,Martha,6,344,  344=
1975,G,Philippa,6,344,  344=
1975,G,Rhoda,6,344,  344=
1975,G,Rowan,6,344,  344=
1975,G,Sasha,6,344,  344=
1975,G,Senga,6,344,  344=
1975,G,Shelly,6,344,  344=
1975,G,Susanna,6,344,  344=
1975,G,Tamsin,6,344,  344=
1975,G,Teri,6,344,  344=
1975,G,Tracy-Ann,6,344,  344=
1975,G,Allyson,5,373,  373=
1975,G,Andrina,5,373,  373=
1975,G,Angelina,5,373,  373=
1975,G,Annie,5,373,  373=
1975,G,Christian,5,373,  373=
1975,G,Cindy,5,373,  373=
1975,G,Davina,5,373,  373=
1975,G,Edith,5,373,  373=
1975,G,Estelle,5,373,  373=
1975,G,Euphemia,5,373,  373=
1975,G,Eva,5,373,  373=
1975,G,Eve,5,373,  373=
1975,G,Fay,5,373,  373=
1975,G,Felicity,5,373,  373=
1975,G,Gael,5,373,  373=
1975,G,Georgette,5,373,  373=
1975,G,Harriet,5,373,  373=
1975,G,Jade,5,373,  373=
1975,G,Janie,5,373,  373=
1975,G,Jeanie,5,373,  373=
1975,G,Jenifer,5,373,  373=
1975,G,Jocelyn,5,373,  373=
1975,G,Jodie,5,373,  373=
1975,G,Juliet,5,373,  373=
1975,G,Karla,5,373,  373=
1975,G,Kerry-Ann,5,373,  373=
1975,G,Kirsti,5,373,  373=
1975,G,Kristine,5,373,  373=
1975,G,Leeanne,5,373,  373=
1975,G,Leigh-Ann,5,373,  373=
1975,G,Leonie,5,373,  373=
1975,G,Lesa,5,373,  373=
1975,G,Leslie,5,373,  373=
1975,G,Lillian,5,373,  373=
1975,G,Marlene,5,373,  373=
1975,G,Marlyn,5,373,  373=
1975,G,Marnie,5,373,  373=
1975,G,Martine,5,373,  373=
1975,G,Marysia,5,373,  373=
1975,G,Nikki,5,373,  373=
1975,G,Noreen,5,373,  373=
1975,G,Odette,5,373,  373=
1975,G,Phyllis,5,373,  373=
1975,G,Rosaleen,5,373,  373=
1975,G,Rosalyn,5,373,  373=
1975,G,Roseanne,5,373,  373=
1975,G,Sacha,5,373,  373=
1975,G,Serena,5,373,  373=
1975,G,Shauna,5,373,  373=
1975,G,Sian,5,373,  373=
1975,G,Tammi,5,373,  373=
1975,G,Terri,5,373,  373=
1975,G,Thomasina,5,373,  373=
1975,G,Tricia,5,373,  373=
1975,G,Yvette,5,373,  373=
1975,G,Zoey,5,373,  373=
1975,G,Adrienne,4,429,  429=
1975,G,Ainsley,4,429,  429=
1975,G,Aline,4,429,  429=
1975,G,Amelia,4,429,  429=
1975,G,Annabel,4,429,  429=
1975,G,Anya,4,429,  429=
1975,G,Camilla,4,429,  429=
1975,G,Camille,4,429,  429=
1975,G,Caren,4,429,  429=
1975,G,Carmel,4,429,  429=
1975,G,Caron,4,429,  429=
1975,G,Caryn,4,429,  429=
1975,G,Cecilia,4,429,  429=
1975,G,Cherie,4,429,  429=
1975,G,Chloe,4,429,  429=
1975,G,Corinna,4,429,  429=
1975,G,Corrine,4,429,  429=
1975,G,Elise,4,429,  429=
1975,G,Elsie,4,429,  429=
1975,G,Erika,4,429,  429=
1975,G,Glenda,4,429,  429=
1975,G,Imogen,4,429,  429=
1975,G,Inga,4,429,  429=
1975,G,Jacqualine,4,429,  429=
1975,G,Jacquelyn,4,429,  429=
1975,G,Jasmine,4,429,  429=
1975,G,Jay,4,429,  429=
1975,G,Jessica,4,429,  429=
1975,G,Jody,4,429,  429=
1975,G,Julianne,4,429,  429=
1975,G,Karlyn,4,429,  429=
1975,G,Katy,4,429,  429=
1975,G,Kendra,4,429,  429=
1975,G,Keri,4,429,  429=
1975,G,Kym,4,429,  429=
1975,G,Lenore,4,429,  429=
1975,G,Liza,4,429,  429=
1975,G,Luan,4,429,  429=
1975,G,Lucille,4,429,  429=
1975,G,Lyanne,4,429,  429=
1975,G,Marcella,4,429,  429=
1975,G,Marcelle,4,429,  429=
1975,G,Marissa,4,429,  429=
1975,G,Marsha,4,429,  429=
1975,G,May,4,429,  429=
1975,G,Mechelle,4,429,  429=
1975,G,Muriel,4,429,  429=
1975,G,Nicola-Jane,4,429,  429=
1975,G,Nikola,4,429,  429=
1975,G,Olivia,4,429,  429=
1975,G,Paulene,4,429,  429=
1975,G,Rebekah,4,429,  429=
1975,G,Regan,4,429,  429=
1975,G,Rosemarie,4,429,  429=
1975,G,Rosina,4,429,  429=
1975,G,Rosslyn,4,429,  429=
1975,G,Saffron,4,429,  429=
1975,G,Sally-Ann,4,429,  429=
1975,G,Sau,4,429,  429=
1975,G,Selena,4,429,  429=
1975,G,Selina,4,429,  429=
1975,G,Shazia,4,429,  429=
1975,G,Tamara,4,429,  429=
1975,G,Tammie,4,429,  429=
1975,G,Therese,4,429,  429=
1975,G,Toni,4,429,  429=
1975,G,Ursula,4,429,  429=
1975,G,Yolande,4,429,  429=
1975,G,Abby,3,497,  497=
1975,G,Ailie,3,497,  497=
1975,G,Ainslie,3,497,  497=
1975,G,Alanna,3,497,  497=
1975,G,Anna-Marie,3,497,  497=
1975,G,Antoinette,3,497,  497=
1975,G,Ashleigh,3,497,  497=
1975,G,Aynsley,3,497,  497=
1975,G,Beverly,3,497,  497=
1975,G,Bianca,3,497,  497=
1975,G,Bryony,3,497,  497=
1975,G,Caireen,3,497,  497=
1975,G,Carolyne,3,497,  497=
1975,G,Catharine,3,497,  497=
1975,G,Cathryn,3,497,  497=
1975,G,Celeste,3,497,  497=
1975,G,Celine,3,497,  497=
1975,G,Ceri,3,497,  497=
1975,G,Charmain,3,497,  497=
1975,G,Coleen,3,497,  497=
1975,G,Concetta,3,497,  497=
1975,G,Constance,3,497,  497=
1975,G,Coreen,3,497,  497=
1975,G,Corina,3,497,  497=
1975,G,Corrinne,3,497,  497=
1975,G,Darlene,3,497,  497=
1975,G,Donna-Marie,3,497,  497=
1975,G,Elinor,3,497,  497=
1975,G,Elisabeth,3,497,  497=
1975,G,Eliza,3,497,  497=
1975,G,Elma,3,497,  497=
1975,G,Gabrielle,3,497,  497=
1975,G,Georgia,3,497,  497=
1975,G,Gina,3,497,  497=
1975,G,Glynis,3,497,  497=
1975,G,Helene,3,497,  497=
1975,G,Henrietta,3,497,  497=
1975,G,Isabelle,3,497,  497=
1975,G,Janey,3,497,  497=
1975,G,Jannette,3,497,  497=
1975,G,Jeniffer,3,497,  497=
1975,G,Jennie,3,497,  497=
1975,G,Jo-Ann,3,497,  497=
1975,G,Jodi,3,497,  497=
1975,G,Johann,3,497,  497=
1975,G,Juliana,3,497,  497=
1975,G,Julieanne,3,497,  497=
1975,G,Juliette,3,497,  497=
1975,G,Karolyn,3,497,  497=
1975,G,Karrie,3,497,  497=
1975,G,Katriona,3,497,  497=
1975,G,Keira,3,497,  497=
1975,G,Kelda,3,497,  497=
1975,G,Kerryann,3,497,  497=
1975,G,Kristina,3,497,  497=
1975,G,Kristy,3,497,  497=
1975,G,Leasa,3,497,  497=
1975,G,Leesa,3,497,  497=
1975,G,Leighanne,3,497,  497=
1975,G,Leisa,3,497,  497=
1975,G,Lesley-Ann,3,497,  497=
1975,G,Lesley-Anne,3,497,  497=
1975,G,Letitia,3,497,  497=
1975,G,Leza,3,497,  497=
1975,G,Liane,3,497,  497=
1975,G,Lilian,3,497,  497=
1975,G,Linsay,3,497,  497=
1975,G,Lissa,3,497,  497=
1975,G,Lori,3,497,  497=
1975,G,Lucia,3,497,  497=
1975,G,Lucie,3,497,  497=
1975,G,Lydia,3,497,  497=
1975,G,Lyne,3,497,  497=
1975,G,Madeline,3,497,  497=
1975,G,Maree,3,497,  497=
1975,G,Margaret-Ann,3,497,  497=
1975,G,Marisa,3,497,  497=
1975,G,Maryanne,3,497,  497=
1975,G,Megan,3,497,  497=
1975,G,Mhari,3,497,  497=
1975,G,Natalia,3,497,  497=
1975,G,Nicolette,3,497,  497=
1975,G,Nicolle,3,497,  497=
1975,G,Nora,3,497,  497=
1975,G,Nuala,3,497,  497=
1975,G,Pauleen,3,497,  497=
1975,G,Petra,3,497,  497=
1975,G,Rae,3,497,  497=
1975,G,Rita,3,497,  497=
1975,G,Robina,3,497,  497=
1975,G,Robyn,3,497,  497=
1975,G,Roisin,3,497,  497=
1975,G,Romina,3,497,  497=
1975,G,Roselyn,3,497,  497=
1975,G,Roslynn,3,497,  497=
1975,G,Rowena,3,497,  497=
1975,G,Ruby,3,497,  497=
1975,G,Saadia,3,497,  497=
1975,G,Sadie,3,497,  497=
1975,G,Saima,3,497,  497=
1975,G,Shahida,3,497,  497=
1975,G,Shari,3,497,  497=
1975,G,Shelagh,3,497,  497=
1975,G,Shiona,3,497,  497=
1975,G,Shirley-Anne,3,497,  497=
1975,G,Stacy,3,497,  497=
1975,G,Sue,3,497,  497=
1975,G,Tahira,3,497,  497=
1975,G,Terry,3,497,  497=
1975,G,Tessa,3,497,  497=
1975,G,Trudy,3,497,  497=
1975,G,Vanda,3,497,  497=
1975,G,Verity,3,497,  497=
1975,G,Viki,3,497,  497=
1975,G,Wai,3,497,  497=
1975,G,Adeline,2,612,  612=
1975,G,Adelle,2,612,  612=
1975,G,Aimee,2,612,  612=
1975,G,Alexandrea,2,612,  612=
1975,G,Alicia,2,612,  612=
1975,G,Alina,2,612,  612=
1975,G,Andree,2,612,  612=
1975,G,Andrew,2,612,  612=
1975,G,Angelene,2,612,  612=
1975,G,Ann-Maree,2,612,  612=
1975,G,Annalene,2,612,  612=
1975,G,Anneline,2,612,  612=
1975,G,Arleen,2,612,  612=
1975,G,Arline,2,612,  612=
1975,G,Arwen,2,612,  612=
1975,G,Asha,2,612,  612=
1975,G,Asia,2,612,  612=
1975,G,Astrid,2,612,  612=
1975,G,Aubrey,2,612,  612=
1975,G,Averil,2,612,  612=
1975,G,Ayesha,2,612,  612=
1975,G,Ayshea,2,612,  612=
1975,G,Azra,2,612,  612=
1975,G,Baby,2,612,  612=
1975,G,Beatrice,2,612,  612=
1975,G,Bella,2,612,  612=
1975,G,Beth,2,612,  612=
1975,G,Bethan,2,612,  612=
1975,G,Betty,2,612,  612=
1975,G,Billie,2,612,  612=
1975,G,Bree,2,612,  612=
1975,G,Briony,2,612,  612=
1975,G,Bronwen,2,612,  612=
1975,G,Brooke,2,612,  612=
1975,G,Cairistine,2,612,  612=
1975,G,Caitriona,2,612,  612=
1975,G,Carey,2,612,  612=
1975,G,Carina,2,612,  612=
1975,G,Carlene,2,612,  612=
1975,G,Carole-Anne,2,612,  612=
1975,G,Carrie-Anne,2,612,  612=
1975,G,Carrol,2,612,  612=
1975,G,Cassandra,2,612,  612=
1975,G,Cathleen,2,612,  612=
1975,G,Celia,2,612,  612=
1975,G,Ceridwen,2,612,  612=
1975,G,Chelsea,2,612,  612=
1975,G,Cher,2,612,  612=
1975,G,Cheri,2,612,  612=
1975,G,Cherrie,2,612,  612=
1975,G,Cherry,2,612,  612=
1975,G,Choi,2,612,  612=
1975,G,Clara,2,612,  612=
1975,G,Claudia,2,612,  612=
1975,G,Clea,2,612,  612=
1975,G,Corrie,2,612,  612=
1975,G,Cynthia,2,612,  612=
1975,G,Dale,2,612,  612=
1975,G,Danella,2,612,  612=
1975,G,Daniella,2,612,  612=
1975,G,Dawne,2,612,  612=
1975,G,Denice,2,612,  612=
1975,G,Dian,2,612,  612=
1975,G,Dianna,2,612,  612=
1975,G,Eleftheria,2,612,  612=
1975,G,Elsa,2,612,  612=
1975,G,Emma-Louise,2,612,  612=
1975,G,Farzana,2,612,  612=
1975,G,Fenella,2,612,  612=
1975,G,Florence,2,612,  612=
1975,G,Francine,2,612,  612=
1975,G,Freya,2,612,  612=
1975,G,Gayl,2,612,  612=
1975,G,Gill,2,612,  612=
1975,G,Greta,2,612,  612=
1975,G,Gwendoline,2,612,  612=
1975,G,Haley,2,612,  612=
1975,G,Hillary,2,612,  612=
1975,G,Hope,2,612,  612=
1975,G,Ilene,2,612,  612=
1975,G,Ilona,2,612,  612=
1975,G,Iris,2,612,  612=
1975,G,Islay,2,612,  612=
1975,G,Janeen,2,612,  612=
1975,G,Janene,2,612,  612=
1975,G,Jemima,2,612,  612=
1975,G,Jemma,2,612,  612=
1975,G,Jo,2,612,  612=
1975,G,Jo-Anne,2,612,  612=
1975,G,Judi,2,612,  612=
1975,G,Judy,2,612,  612=
1975,G,Julie-Anne,2,612,  612=
1975,G,Ka,2,612,  612=
1975,G,Kareen,2,612,  612=
1975,G,Karena,2,612,  612=
1975,G,Kathrin,2,612,  612=
1975,G,Katia,2,612,  612=
1975,G,Keli,2,612,  612=
1975,G,Kelley,2,612,  612=
1975,G,Kelli,2,612,  612=
1975,G,Kellie-Anne,2,612,  612=
1975,G,Kerry-Jane,2,612,  612=
1975,G,Kerryanne,2,612,  612=
1975,G,Kirstyn,2,612,  612=
1975,G,Krista,2,612,  612=
1975,G,Kristeen,2,612,  612=
1975,G,Kristen,2,612,  612=
1975,G,Kristian,2,612,  612=
1975,G,Kylie,2,612,  612=
1975,G,Lai,2,612,  612=
1975,G,Larraine,2,612,  612=
1975,G,Layla,2,612,  612=
1975,G,Leigh-Anne,2,612,  612=
1975,G,Leighann,2,612,  612=
1975,G,Leyanne,2,612,  612=
1975,G,Linette,2,612,  612=
1975,G,Linzie,2,612,  612=
1975,G,Lisa-Jane,2,612,  612=
1975,G,Loretta,2,612,  612=
1975,G,Lorette,2,612,  612=
1975,G,Louisa-Jane,2,612,  612=
1975,G,Lynne-Marie,2,612,  612=
1975,G,Maeve,2,612,  612=
1975,G,Mairearad,2,612,  612=
1975,G,Majella,2,612,  612=
1975,G,Marcia,2,612,  612=
1975,G,Marguerite,2,612,  612=
1975,G,Mari-Claire,2,612,  612=
1975,G,Mariann,2,612,  612=
1975,G,Marie-Clare,2,612,  612=
1975,G,Marjory,2,612,  612=
1975,G,Marla,2,612,  612=
1975,G,Marny,2,612,  612=
1975,G,Mary-Ellen,2,612,  612=
1975,G,Mary-Jo,2,612,  612=
1975,G,Maryann,2,612,  612=
1975,G,Melody,2,612,  612=
1975,G,Meredith,2,612,  612=
1975,G,Michaela,2,612,  612=
1975,G,Michala,2,612,  612=
1975,G,Millicent,2,612,  612=
1975,G,Monique,2,612,  612=
1975,G,Moyra,2,612,  612=
1975,G,Murdina,2,612,  612=
1975,G,Myfanwy,2,612,  612=
1975,G,Nasreen,2,612,  612=
1975,G,Nicoletta,2,612,  612=
1975,G,Norah,2,612,  612=
1975,G,Nova,2,612,  612=
1975,G,Nyla,2,612,  612=
1975,G,Olwyn,2,612,  612=
1975,G,Paola,2,612,  612=
1975,G,Pat,2,612,  612=
1975,G,Priya,2,612,  612=
1975,G,Raye,2,612,  612=
1975,G,Rehana,2,612,  612=
1975,G,Rekha,2,612,  612=
1975,G,Renee,2,612,  612=
1975,G,Rhiannon,2,612,  612=
1975,G,Robin,2,612,  612=
1975,G,Rohan,2,612,  612=
1975,G,Ros,2,612,  612=
1975,G,Rosaline,2,612,  612=
1975,G,Rosanne,2,612,  612=
1975,G,Roseena,2,612,  612=
1975,G,Roseleen,2,612,  612=
1975,G,Roselynn,2,612,  612=
1975,G,Rozanne,2,612,  612=
1975,G,Rukhsana,2,612,  612=
1975,G,Sabina,2,612,  612=
1975,G,Sadia,2,612,  612=
1975,G,Salina,2,612,  612=
1975,G,Samina,2,612,  612=
1975,G,Sarah-Jayne,2,612,  612=
1975,G,Seona,2,612,  612=
1975,G,Shabana,2,612,  612=
1975,G,Shama,2,612,  612=
1975,G,Shameem,2,612,  612=
1975,G,Sharyn,2,612,  612=
1975,G,Sheelagh,2,612,  612=
1975,G,Sheonagh,2,612,  612=
1975,G,Shiree,2,612,  612=
1975,G,Shireen,2,612,  612=
1975,G,Shyvonne,2,612,  612=
1975,G,Simona,2,612,  612=
1975,G,Sine,2,612,  612=
1975,G,Siobhain,2,612,  612=
1975,G,Sofia,2,612,  612=
1975,G,Sophia,2,612,  612=
1975,G,Sorrel,2,612,  612=
1975,G,Stefanie,2,612,  612=
1975,G,Susana,2,612,  612=
1975,G,Susann,2,612,  612=
1975,G,Suzann,2,612,  612=
1975,G,Suzannah,2,612,  612=
1975,G,Suzzane,2,612,  612=
1975,G,Tamar,2,612,  612=
1975,G,Tamsyn,2,612,  612=
1975,G,Taryn,2,612,  612=
1975,G,Terri-Ann,2,612,  612=
1975,G,Tonje,2,612,  612=
1975,G,Verona,2,612,  612=
1975,G,Vickie,2,612,  612=
1975,G,Violet,2,612,  612=
1975,G,Wilhelmina,2,612,  612=
1975,G,Williamina,2,612,  612=
1975,G,Yasmin,2,612,  612=
1975,G,Yolanda,2,612,  612=
1975,G,Yuk,2,612,  612=
1975,G,Zahida,2,612,  612=
1975,G,Zara,2,612,  612=
1975,G,Zena,2,612,  612=
1975,G,Zubia,2,612,  612=
1975,G,Aasha,1,825,  825=
1975,G,Aasiya,1,825,  825=
1975,G,Abbi,1,825,  825=
1975,G,Abbie,1,825,  825=
1975,G,Abdah,1,825,  825=
1975,G,Abigale,1,825,  825=
1975,G,Addie,1,825,  825=
1975,G,Adel,1,825,  825=
1975,G,Adetokunbo,1,825,  825=
1975,G,Adina,1,825,  825=
1975,G,Adlin,1,825,  825=
1975,G,Adrian,1,825,  825=
1975,G,Adriane,1,825,  825=
1975,G,Afsheen,1,825,  825=
1975,G,Afton,1,825,  825=
